* Measurement data saved by REW V5.13 Beta 7
* Source: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), Left channel, volume: 0.530
* Format:   1M Log Swept Sine, 1 sweep at -23.0 dB FS
* Dated: 12-Sep-2015 19:46:57
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Sep 12 19:46:57
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
8861.938 101.058 -165.801
8862.305 101.192 -166.502
8862.671 101.316 -167.212
8863.037 101.434 -167.964
8863.403 101.546 -168.805
8863.770 101.645 -169.764
8864.136 101.722 -170.833
8864.502 101.770 -171.966
8864.868 101.787 -173.093
8865.234 101.775 -174.148
8865.601 101.743 -175.085
8865.967 101.699 -175.892
8866.333 101.651 -176.583
8866.699 101.602 -177.185
8867.065 101.555 -177.724
8867.432 101.510 -178.219
8867.798 101.466 -178.680
8868.164 101.425 -179.121
8868.530 101.386 -179.558
8868.896 101.349 179.993
8869.263 101.311 179.515
8869.629 101.271 178.996
8869.995 101.225 178.423
8870.361 101.168 177.786
8870.728 101.094 177.083
8871.094 100.994 176.330
8871.460 100.859 175.576
8871.826 100.681 174.907
8872.192 100.461 174.441
8872.559 100.204 174.306
8872.925 99.927 174.611
8873.291 99.653 175.416
8873.657 99.410 176.707
8874.023 99.220 178.401
8874.390 99.097 -179.631
8874.756 99.049 -177.530
8875.122 99.076 -175.423
8875.488 99.173 -173.424
8875.854 99.336 -171.638
8876.221 99.551 -170.161
8876.587 99.807 -169.070
8876.953 100.083 -168.400
8877.319 100.364 -168.149
8877.686 100.633 -168.279
8878.052 100.881 -168.734
8878.418 101.100 -169.456
8878.784 101.286 -170.389
8879.150 101.435 -171.480
8879.517 101.546 -172.674
8879.883 101.616 -173.916
8880.249 101.648 -175.146
8880.615 101.644 -176.312
8880.981 101.610 -177.370
8881.348 101.551 -178.290
8881.714 101.475 -179.057
8882.080 101.386 -179.661
8882.446 101.289 179.901
8882.812 101.191 179.633
8883.179 101.095 179.531
8883.545 101.008 179.587
8883.911 100.935 179.780
8884.277 100.883 -179.925
8884.644 100.853 -179.572
8885.010 100.847 -179.210
8885.376 100.861 -178.886
8885.742 100.893 -178.633
8886.108 100.935 -178.468
8886.475 100.984 -178.390
8886.841 101.035 -178.385
8887.207 101.088 -178.439
8887.573 101.144 -178.546
8887.939 101.205 -178.715
8888.306 101.269 -178.970
8888.672 101.336 -179.339
8889.038 101.398 -179.844
8889.404 101.447 179.511
8889.771 101.476 178.751
8890.137 101.476 177.927
8890.503 101.445 177.111
8890.869 101.383 176.379
8891.235 101.297 175.806
8891.602 101.198 175.444
8891.968 101.098 175.318
8892.334 101.013 175.414
8892.700 100.956 175.676
8893.066 100.935 176.014
8893.433 100.954 176.312
8893.799 101.006 176.459
8894.165 101.078 176.374
8894.531 101.153 176.025
8894.897 101.216 175.434
8895.264 101.256 174.661
8895.630 101.265 173.779
8895.996 101.246 172.856
8896.362 101.199 171.940
8896.729 101.128 171.062
8897.095 101.037 170.242
8897.461 100.928 169.496
8897.827 100.802 168.838
8898.193 100.665 168.273
8898.560 100.518 167.800
8898.926 100.361 167.412
8899.292 100.194 167.111
8899.658 100.015 166.918
8900.024 99.825 166.869
8900.391 99.631 166.994
8900.757 99.441 167.295
8901.123 99.262 167.736
8901.489 99.095 168.254
8901.855 98.933 168.802
8902.222 98.764 169.390
8902.588 98.578 170.099
8902.954 98.376 171.064
8903.320 98.174 172.420
8903.687 98.001 174.234
8904.053 97.892 176.452
8904.419 97.875 178.891
8904.785 97.960 -178.718
8905.151 98.136 -176.629
8905.518 98.376 -175.017
8905.884 98.649 -173.950
8906.250 98.927 -173.420
8906.616 99.188 -173.368
8906.982 99.413 -173.710
8907.349 99.591 -174.340
8907.715 99.713 -175.132
8908.081 99.778 -175.943
8908.447 99.795 -176.639
8908.813 99.779 -177.118
8909.180 99.752 -177.348
8909.546 99.733 -177.375
8909.912 99.735 -177.305
8910.278 99.754 -177.252
8910.645 99.780 -177.286
8911.011 99.798 -177.404
8911.377 99.799 -177.542
8911.743 99.782 -177.614
8912.109 99.756 -177.548
8912.476 99.731 -177.312
8912.842 99.722 -176.922
8913.208 99.739 -176.427
8913.574 99.788 -175.903
8913.940 99.871 -175.433
8914.307 99.985 -175.111
8914.673 100.122 -175.018
8915.039 100.267 -175.214
8915.405 100.403 -175.713
8915.771 100.513 -176.476
8916.138 100.583 -177.417
8916.504 100.608 -178.422
8916.870 100.590 -179.377
8917.236 100.539 179.805
8917.603 100.469 179.166
8917.969 100.391 178.697
8918.335 100.316 178.354
8918.701 100.245 178.078
8919.067 100.174 177.827
8919.434 100.098 177.588
8919.800 100.010 177.384
8920.166 99.907 177.265
8920.532 99.793 177.289
8920.898 99.673 177.509
8921.265 99.560 177.951
8921.631 99.467 178.601
8921.997 99.407 179.399
8922.363 99.384 -179.751
8922.729 99.398 -178.949
8923.096 99.439 -178.268
8923.462 99.495 -177.730
8923.828 99.558 -177.316
8924.194 99.626 -176.994
8924.561 99.699 -176.752
8924.927 99.781 -176.613
8925.293 99.868 -176.621
8925.659 99.951 -176.811
8926.025 100.018 -177.173
8926.392 100.057 -177.644
8926.758 100.064 -178.127
8927.124 100.045 -178.524
8927.490 100.012 -178.773
8927.856 99.980 -178.875
8928.223 99.961 -178.888
8928.589 99.957 -178.899
8928.955 99.962 -178.985
8929.321 99.966 -179.175
8929.688 99.956 -179.449
8930.054 99.926 -179.747
8930.420 99.875 -179.998
8930.786 99.808 179.862
8931.152 99.733 179.867
8931.519 99.660 -179.979
8931.885 99.595 -179.700
8932.251 99.544 -179.332
8932.617 99.508 -178.911
8932.983 99.488 -178.475
8933.350 99.481 -178.053
8933.716 99.484 -177.669
8934.082 99.493 -177.335
8934.448 99.502 -177.045
8934.814 99.509 -176.773
8935.181 99.512 -176.484
8935.547 99.516 -176.142
8935.913 99.527 -175.737
8936.279 99.554 -175.290
8936.646 99.602 -174.855
8937.012 99.669 -174.502
8937.378 99.750 -174.290
8937.744 99.835 -174.248
8938.110 99.912 -174.367
8938.477 99.973 -174.608
8938.843 100.015 -174.915
8939.209 100.038 -175.235
8939.575 100.044 -175.532
8939.941 100.038 -175.788
8940.308 100.023 -176.000
8940.674 100.000 -176.166
8941.040 99.967 -176.276
8941.406 99.927 -176.308
8941.772 99.882 -176.239
8942.139 99.838 -176.054
8942.505 99.799 -175.751
8942.871 99.771 -175.344
8943.237 99.758 -174.857
8943.604 99.764 -174.313
8943.970 99.791 -173.739
8944.336 99.843 -173.174
8944.702 99.921 -172.675
8945.068 100.021 -172.310
8945.435 100.136 -172.136
8945.801 100.251 -172.176
8946.167 100.356 -172.403
8946.533 100.441 -172.759
8946.899 100.505 -173.172
8947.266 100.552 -173.590
8947.632 100.589 -173.994
8947.998 100.618 -174.395
8948.364 100.640 -174.813
8948.730 100.652 -175.255
8949.097 100.650 -175.698
8949.463 100.633 -176.104
8949.829 100.605 -176.434
8950.195 100.574 -176.671
8950.562 100.545 -176.832
8950.928 100.524 -176.958
8951.294 100.509 -177.100
8951.660 100.494 -177.294
8952.026 100.472 -177.545
8952.393 100.434 -177.826
8952.759 100.375 -178.078
8953.125 100.295 -178.226
8953.491 100.202 -178.199
8953.857 100.108 -177.955
8954.224 100.026 -177.496
8954.590 99.971 -176.879
8954.956 99.949 -176.197
8955.322 99.958 -175.544
8955.688 99.989 -174.988
8956.055 100.033 -174.547
8956.421 100.080 -174.204
8956.787 100.130 -173.927
8957.153 100.181 -173.699
8957.520 100.238 -173.527
8957.886 100.299 -173.440
8958.252 100.359 -173.469
8958.618 100.410 -173.623
8958.984 100.441 -173.875
8959.351 100.445 -174.159
8959.717 100.420 -174.384
8960.083 100.369 -174.450
8960.449 100.305 -174.278
8960.815 100.246 -173.830
8961.182 100.212 -173.135
8961.548 100.219 -172.281
8961.914 100.273 -171.400
8962.280 100.370 -170.622
8962.646 100.499 -170.036
8963.013 100.643 -169.672
8963.379 100.791 -169.513
8963.745 100.936 -169.521
8964.111 101.077 -169.663
8964.478 101.214 -169.928
8964.844 101.345 -170.322
8965.210 101.467 -170.854
8965.576 101.574 -171.517
8965.942 101.660 -172.286
8966.309 101.721 -173.119
8966.675 101.755 -173.965
8967.041 101.764 -174.776
8967.407 101.751 -175.508
8967.773 101.721 -176.125
8968.140 101.682 -176.601
8968.506 101.642 -176.929
8968.872 101.610 -177.129
8969.238 101.593 -177.248
8969.604 101.594 -177.355
8969.971 101.609 -177.516
8970.337 101.629 -177.768
8970.703 101.645 -178.111
8971.069 101.650 -178.506
8971.436 101.641 -178.896
8971.802 101.623 -179.237
8972.168 101.603 -179.511
8972.534 101.586 -179.736
8972.900 101.575 -179.948
8973.267 101.568 179.822
8973.633 101.561 179.567
8973.999 101.549 179.305
8974.365 101.534 179.064
8974.731 101.522 178.857
8975.098 101.516 178.664
8975.464 101.520 178.437
8975.830 101.529 178.125
8976.196 101.535 177.701
8976.562 101.529 177.178
8976.929 101.503 176.599
8977.295 101.457 176.018
8977.661 101.390 175.481
8978.027 101.307 175.017
8978.394 101.210 174.649
8978.760 101.101 174.402
8979.126 100.986 174.304
8979.492 100.871 174.381
8979.858 100.768 174.627
8980.225 100.687 174.995
8980.591 100.633 175.398
8980.957 100.602 175.745
8981.323 100.585 175.972
8981.689 100.568 176.062
8982.056 100.538 176.049
8982.422 100.488 175.998
8982.788 100.415 175.988
8983.154 100.322 176.098
8983.521 100.217 176.393
8983.887 100.111 176.915
8984.253 100.019 177.669
8984.619 99.955 178.618
8984.985 99.928 179.686
8985.352 99.943 -179.225
8985.718 99.997 -178.210
8986.084 100.081 -177.340
8986.450 100.185 -176.655
8986.816 100.298 -176.163
8987.183 100.409 -175.849
8987.549 100.511 -175.671
8987.915 100.598 -175.564
8988.281 100.672 -175.461
8988.647 100.740 -175.303
8989.014 100.813 -175.071
8989.380 100.903 -174.792
8989.746 101.017 -174.534
8990.112 101.155 -174.384
8990.479 101.312 -174.416
8990.845 101.478 -174.681
8991.211 101.641 -175.197
8991.577 101.791 -175.959
8991.943 101.916 -176.941
8992.310 102.008 -178.094
8992.676 102.058 -179.348
8993.042 102.065 179.383
8993.408 102.031 178.187
8993.774 101.963 177.137
8994.141 101.873 176.279
8994.507 101.771 175.619
8994.873 101.668 175.135
8995.239 101.569 174.787
8995.605 101.476 174.537
8995.972 101.387 174.357
8996.338 101.300 174.238
8996.704 101.215 174.183
8997.070 101.132 174.204
8997.437 101.055 174.308
8997.803 100.986 174.490
8998.169 100.929 174.723
8998.535 100.886 174.971
8998.901 100.853 175.197
8999.268 100.825 175.381
8999.634 100.796 175.533
9000.000 100.761 175.683
9000.366 100.719 175.874
9000.732 100.674 176.147
9001.099 100.630 176.533
9001.465 100.596 177.041
9001.831 100.580 177.662
9002.197 100.590 178.354
9002.563 100.633 179.050
9002.930 100.709 179.661
9003.296 100.809 -179.894
9003.662 100.923 -179.665
9004.028 101.034 -179.651
9004.395 101.133 -179.805
9004.761 101.212 179.948
9005.127 101.275 179.680
9005.493 101.327 179.438
9005.859 101.377 179.231
9006.226 101.431 179.033
9006.592 101.493 178.799
9006.958 101.559 178.486
9007.324 101.622 178.076
9007.690 101.678 177.577
9008.057 101.721 177.015
9008.423 101.751 176.426
9008.789 101.771 175.833
9009.155 101.782 175.247
9009.521 101.786 174.669
9009.888 101.785 174.095
9010.254 101.778 173.525
9010.620 101.766 172.967
9010.986 101.751 172.424
9011.353 101.736 171.894
9011.719 101.724 171.355
9012.085 101.716 170.770
9012.451 101.709 170.097
9012.817 101.696 169.303
9013.184 101.669 168.376
9013.550 101.618 167.329
9013.916 101.533 166.205
9014.282 101.408 165.073
9014.648 101.242 164.016
9015.015 101.035 163.119
9015.381 100.797 162.455
9015.747 100.539 162.070
9016.113 100.272 161.971
9016.479 100.004 162.138
9016.846 99.740 162.544
9017.212 99.480 163.182
9017.578 99.225 164.085
9017.944 98.981 165.310
9018.311 98.766 166.898
9018.677 98.603 168.822
9019.043 98.515 170.948
9019.409 98.509 173.070
9019.775 98.576 174.977
9020.142 98.690 176.539
9020.508 98.825 177.728
9020.874 98.959 178.601
9021.240 99.080 179.245
9021.606 99.183 179.750
9021.973 99.268 -179.808
9022.339 99.337 -179.360
9022.705 99.398 -178.844
9023.071 99.462 -178.221
9023.438 99.544 -177.501
9023.804 99.657 -176.758
9024.170 99.805 -176.111
9024.536 99.980 -175.681
9024.902 100.166 -175.530
9025.269 100.344 -175.650
9025.635 100.502 -175.973
9026.001 100.634 -176.413
9026.367 100.745 -176.900
9026.733 100.839 -177.401
9027.100 100.923 -177.912
9027.466 100.998 -178.446
9027.832 101.065 -179.014
9028.198 101.120 -179.618
9028.564 101.163 179.752
9028.931 101.193 179.109
9029.297 101.208 178.472
9029.663 101.208 177.865
9030.029 101.197 177.315
9030.396 101.178 176.843
9030.762 101.158 176.452
9031.128 101.142 176.115
9031.494 101.134 175.785
9031.860 101.131 175.411
9032.227 101.126 174.964
9032.593 101.108 174.453
9032.959 101.073 173.923
9033.325 101.018 173.435
9033.691 100.949 173.043
9034.058 100.874 172.773
9034.424 100.800 172.617
9034.790 100.735 172.540
9035.156 100.677 172.496
9035.522 100.626 172.449
9035.889 100.576 172.386
9036.255 100.521 172.315
9036.621 100.458 172.268
9036.987 100.387 172.291
9037.354 100.314 172.422
9037.720 100.247 172.680
9038.086 100.196 173.041
9038.452 100.169 173.445
9038.818 100.166 173.806
9039.185 100.181 174.051
9039.551 100.201 174.138
9039.917 100.216 174.075
9040.283 100.216 173.897
9040.649 100.196 173.656
9041.016 100.154 173.404
9041.382 100.089 173.182
9041.748 100.003 173.034
9042.114 99.897 173.005
9042.480 99.775 173.145
9042.847 99.644 173.497
9043.213 99.516 174.090
9043.579 99.401 174.919
9043.945 99.310 175.948
9044.312 99.250 177.119
9044.678 99.224 178.372
9045.044 99.230 179.656
9045.410 99.266 -179.061
9045.776 99.332 -177.795
9046.143 99.428 -176.568
9046.509 99.556 -175.411
9046.875 99.715 -174.373
9047.241 99.902 -173.508
9047.607 100.111 -172.862
9047.974 100.331 -172.459
9048.340 100.554 -172.299
9048.706 100.771 -172.360
9049.072 100.976 -172.609
9049.438 101.167 -173.009
9049.805 101.340 -173.521
9050.171 101.498 -174.110
9050.537 101.641 -174.745
9050.903 101.775 -175.410
9051.270 101.903 -176.106
9051.636 102.029 -176.852
9052.002 102.155 -177.682
9052.368 102.276 -178.631
9052.734 102.389 -179.724
9053.101 102.484 179.039
9053.467 102.555 177.680
9053.833 102.597 176.240
9054.199 102.608 174.768
9054.565 102.590 173.308
9054.932 102.544 171.890
9055.298 102.475 170.524
9055.664 102.382 169.214
9056.030 102.266 167.966
9056.396 102.121 166.807
9056.763 101.948 165.790
9057.129 101.749 164.990
9057.495 101.534 164.477
9057.861 101.320 164.284
9058.228 101.125 164.380
9058.594 100.964 164.669
9058.960 100.841 165.022
9059.326 100.748 165.321
9059.692 100.671 165.503
9060.059 100.595 165.571
9060.425 100.509 165.570
9060.791 100.409 165.565
9061.157 100.296 165.613
9061.523 100.174 165.753
9061.890 100.047 166.009
9062.256 99.919 166.396
9062.622 99.796 166.920
9062.988 99.683 167.581
9063.354 99.586 168.366
9063.721 99.508 169.257
9064.087 99.453 170.228
9064.453 99.426 171.252
9064.819 99.429 172.289
9065.186 99.466 173.281
9065.552 99.533 174.154
9065.918 99.623 174.840
9066.284 99.724 175.304
9066.650 99.821 175.555
9067.017 99.905 175.648
9067.383 99.972 175.653
9067.749 100.024 175.628
9068.115 100.067 175.598
9068.481 100.104 175.561
9068.848 100.135 175.512
9069.214 100.158 175.456
9069.580 100.174 175.421
9069.946 100.186 175.432
9070.312 100.201 175.492
9070.679 100.226 175.565
9071.045 100.260 175.589
9071.411 100.296 175.514
9071.777 100.324 175.325
9072.144 100.332 175.064
9072.510 100.315 174.810
9072.876 100.273 174.658
9073.242 100.217 174.684
9073.608 100.159 174.927
9073.975 100.114 175.379
9074.341 100.095 175.987
9074.707 100.110 176.669
9075.073 100.157 177.338
9075.439 100.233 177.926
9075.806 100.328 178.396
9076.172 100.438 178.743
9076.538 100.556 178.973
9076.904 100.683 179.089
9077.271 100.817 179.082
9077.637 100.955 178.935
9078.003 101.093 178.636
9078.369 101.225 178.195
9078.735 101.347 177.634
9079.102 101.460 176.978
9079.468 101.564 176.238
9079.834 101.662 175.401
9080.200 101.753 174.438
9080.566 101.829 173.327
9080.933 101.883 172.064
9081.299 101.905 170.681
9081.665 101.889 169.241
9082.031 101.831 167.822
9082.397 101.735 166.505
9082.764 101.608 165.350
9083.130 101.461 164.394
9083.496 101.303 163.638
9083.862 101.142 163.062
9084.229 100.984 162.631
9084.595 100.830 162.315
9084.961 100.679 162.095
9085.327 100.530 161.964
9085.693 100.385 161.919
9086.060 100.243 161.958
9086.426 100.106 162.080
9086.792 99.973 162.288
9087.158 99.847 162.593
9087.524 99.731 163.004
9087.891 99.633 163.509
9088.257 99.559 164.063
9088.623 99.511 164.596
9088.989 99.484 165.033
9089.355 99.468 165.327
9089.722 99.451 165.479
9090.088 99.423 165.528
9090.454 99.380 165.530
9090.820 99.322 165.536
9091.187 99.254 165.581
9091.553 99.177 165.681
9091.919 99.095 165.847
9092.285 99.011 166.087
9092.651 98.929 166.403
9093.018 98.853 166.779
9093.384 98.784 167.189
9093.750 98.722 167.603
9094.116 98.660 168.007
9094.482 98.594 168.413
9094.849 98.522 168.862
9095.215 98.445 169.402
9095.581 98.369 170.066
9095.947 98.303 170.862
9096.313 98.256 171.763
9096.680 98.232 172.718
9097.046 98.232 173.671
9097.412 98.252 174.582
9097.778 98.286 175.434
9098.145 98.332 176.233
9098.511 98.389 176.989
9098.877 98.458 177.698
9099.243 98.543 178.335
9099.609 98.642 178.854
9099.976 98.749 179.219
9100.342 98.854 179.417
9100.708 98.948 179.473
9101.074 99.027 179.439
9101.440 99.091 179.370
9101.807 99.143 179.302
9102.173 99.192 179.240
9102.539 99.238 179.162
9102.905 99.282 179.039
9103.271 99.321 178.855
9103.638 99.349 178.619
9104.004 99.362 178.353
9104.370 99.362 178.086
9104.736 99.348 177.836
9105.103 99.322 177.611
9105.469 99.284 177.414
9105.835 99.231 177.257
9106.201 99.160 177.174
9106.567 99.073 177.219
9106.934 98.975 177.448
9107.300 98.877 177.894
9107.666 98.791 178.549
9108.032 98.729 179.360
9108.398 98.692 -179.748
9108.765 98.678 -178.837
9109.131 98.679 -177.928
9109.497 98.689 -176.993
9109.863 98.710 -175.983
9110.229 98.751 -174.866
9110.596 98.826 -173.658
9110.962 98.945 -172.439
9111.328 99.113 -171.334
9111.694 99.321 -170.470
9112.061 99.555 -169.932
9112.427 99.794 -169.744
9112.793 100.019 -169.867
9113.159 100.221 -170.220
9113.525 100.394 -170.712
9113.892 100.541 -171.264
9114.258 100.669 -171.828
9114.624 100.785 -172.391
9114.990 100.893 -172.965
9115.356 100.996 -173.571
9115.723 101.092 -174.224
9116.089 101.179 -174.928
9116.455 101.256 -175.676
9116.821 101.323 -176.460
9117.188 101.379 -177.277
9117.554 101.424 -178.132
9117.920 101.456 -179.024
9118.286 101.471 -179.943
9118.652 101.468 179.136
9119.019 101.446 178.246
9119.385 101.408 177.416
9119.751 101.359 176.659
9120.117 101.304 175.966
9120.483 101.244 175.314
9120.850 101.178 174.678
9121.216 101.101 174.051
9121.582 101.008 173.448
9121.948 100.897 172.907
9122.314 100.768 172.476
9122.681 100.624 172.197
9123.047 100.472 172.100
9123.413 100.318 172.202
9123.779 100.171 172.504
9124.146 100.036 172.995
9124.512 99.923 173.647
9124.878 99.836 174.413
9125.244 99.779 175.230
9125.610 99.749 176.035
9125.977 99.739 176.784
9126.343 99.742 177.466
9126.709 99.751 178.100
9127.075 99.765 178.721
9127.441 99.785 179.358
9127.808 99.818 -179.985
9128.174 99.868 -179.329
9128.540 99.935 -178.712
9128.906 100.020 -178.174
9129.272 100.116 -177.741
9129.639 100.220 -177.421
9130.005 100.326 -177.208
9130.371 100.433 -177.092
9130.737 100.540 -177.064
9131.104 100.644 -177.120
9131.470 100.747 -177.266
9131.836 100.845 -177.505
9132.202 100.935 -177.839
9132.568 101.012 -178.255
9132.935 101.074 -178.728
9133.301 101.118 -179.220
9133.667 101.145 -179.695
9134.033 101.158 179.880
9134.399 101.162 179.522
9134.766 101.161 179.235
9135.132 101.158 179.014
9135.498 101.156 178.854
9135.864 101.155 178.755
9136.230 101.158 178.720
9136.597 101.170 178.747
9136.963 101.194 178.821
9137.329 101.235 178.910
9137.695 101.294 178.975
9138.062 101.369 178.973
9138.428 101.458 178.870
9138.794 101.557 178.642
9139.160 101.662 178.273
9139.526 101.768 177.749
9139.893 101.870 177.061
9140.259 101.964 176.204
9140.625 102.042 175.181
9140.991 102.100 174.007
9141.357 102.131 172.705
9141.724 102.131 171.305
9142.090 102.096 169.839
9142.456 102.023 168.346
9142.822 101.908 166.868
9143.188 101.749 165.459
9143.555 101.544 164.187
9143.921 101.294 163.129
9144.287 101.004 162.370
9144.653 100.683 161.995
9145.020 100.343 162.085
9145.386 100.003 162.698
9145.752 99.689 163.858
9146.118 99.427 165.523
9146.484 99.243 167.568
9146.851 99.154 169.787
9147.217 99.161 171.944
9147.583 99.246 173.838
9147.949 99.384 175.357
9148.315 99.551 176.484
9148.682 99.727 177.261
9149.048 99.904 177.744
9149.414 100.077 177.972
9149.780 100.242 177.956
9150.146 100.393 177.701
9150.513 100.521 177.221
9150.879 100.618 176.560
9151.245 100.675 175.786
9151.611 100.691 174.982
9151.978 100.665 174.235
9152.344 100.604 173.618
9152.710 100.515 173.193
9153.076 100.407 173.005
9153.442 100.293 173.083
9153.809 100.184 173.441
9154.175 100.096 174.061
9154.541 100.041 174.891
9154.907 100.030 175.843
9155.273 100.068 176.804
9155.640 100.150 177.661
9156.006 100.269 178.320
9156.372 100.409 178.726
9156.738 100.556 178.862
9157.104 100.697 178.750
9157.471 100.822 178.436
9157.837 100.925 177.981
9158.203 101.004 177.452
9158.569 101.061 176.901
9158.936 101.102 176.364
9159.302 101.130 175.855
9159.668 101.151 175.371
9160.034 101.166 174.899
9160.400 101.176 174.431
9160.767 101.179 173.965
9161.133 101.176 173.502
9161.499 101.167 173.045
9161.865 101.152 172.590
9162.231 101.130 172.130
9162.598 101.099 171.661
9162.964 101.056 171.192
9163.330 100.995 170.753
9163.696 100.918 170.390
9164.062 100.825 170.156
9164.429 100.724 170.094
9164.795 100.625 170.227
9165.161 100.539 170.545
9165.527 100.475 171.008
9165.894 100.440 171.554
9166.260 100.434 172.112
9166.626 100.455 172.620
9166.992 100.499 173.030
9167.358 100.559 173.309
9167.725 100.628 173.438
9168.091 100.700 173.409
9168.457 100.767 173.222
9168.823 100.823 172.892
9169.189 100.861 172.444
9169.556 100.875 171.918
9169.922 100.862 171.366
9170.288 100.821 170.849
9170.654 100.752 170.432
9171.021 100.660 170.181
9171.387 100.554 170.155
9171.753 100.446 170.397
9172.119 100.351 170.921
9172.485 100.288 171.695
9172.852 100.269 172.638
9173.218 100.305 173.631
9173.584 100.395 174.539
9173.950 100.532 175.245
9174.316 100.702 175.662
9174.683 100.889 175.747
9175.049 101.077 175.495
9175.415 101.254 174.929
9175.781 101.408 174.095
9176.147 101.531 173.048
9176.514 101.619 171.850
9176.880 101.669 170.558
9177.246 101.681 169.227
9177.612 101.656 167.903
9177.979 101.595 166.634
9178.345 101.501 165.460
9178.711 101.377 164.421
9179.077 101.229 163.553
9179.443 101.062 162.883
9179.810 100.881 162.432
9180.176 100.695 162.219
9180.542 100.509 162.254
9180.908 100.334 162.543
9181.274 100.181 163.072
9181.641 100.061 163.797
9182.007 99.984 164.637
9182.373 99.955 165.480
9182.739 99.968 166.212
9183.105 100.012 166.744
9183.472 100.073 167.031
9183.838 100.134 167.080
9184.204 100.186 166.928
9184.570 100.222 166.625
9184.937 100.238 166.213
9185.303 100.233 165.723
9185.669 100.205 165.184
9186.035 100.150 164.634
9186.401 100.068 164.125
9186.768 99.959 163.720
9187.134 99.830 163.470
9187.500 99.690 163.404
9187.866 99.547 163.517
9188.232 99.407 163.783
9188.599 99.270 164.186
9188.965 99.135 164.736
9189.331 99.005 165.471
9189.697 98.889 166.430
9190.063 98.800 167.615
9190.430 98.756 168.967
9190.796 98.766 170.375
9191.162 98.829 171.703
9191.528 98.939 172.838
9191.895 99.080 173.707
9192.261 99.238 174.283
9192.627 99.399 174.571
9192.993 99.552 174.600
9193.359 99.688 174.416
9193.726 99.802 174.074
9194.092 99.893 173.629
9194.458 99.962 173.120
9194.824 100.011 172.571
9195.190 100.039 171.993
9195.557 100.045 171.406
9195.923 100.026 170.850
9196.289 99.983 170.388
9196.655 99.922 170.084
9197.021 99.857 169.976
9197.388 99.802 170.049
9197.754 99.768 170.233
9198.120 99.759 170.428
9198.486 99.769 170.550
9198.853 99.786 170.559
9199.219 99.800 170.469
9199.585 99.805 170.323
9199.951 99.802 170.163
9200.317 99.795 170.007
9200.684 99.785 169.845
9201.050 99.773 169.656
9201.416 99.756 169.424
9201.782 99.727 169.160
9202.148 99.683 168.898
9202.515 99.625 168.680
9202.881 99.555 168.542
9203.247 99.480 168.500
9203.613 99.404 168.545
9203.979 99.330 168.658
9204.346 99.259 168.819
9204.712 99.187 169.026
9205.078 99.114 169.290
9205.444 99.042 169.629
9205.811 98.975 170.050
9206.177 98.917 170.539
9206.543 98.869 171.067
9206.909 98.830 171.601
9207.275 98.795 172.131
9207.642 98.758 172.676
9208.008 98.718 173.284
9208.374 98.678 174.010
9208.740 98.648 174.891
9209.106 98.641 175.922
9209.473 98.670 177.047
9209.839 98.740 178.171
9210.205 98.851 179.186
9210.571 98.994 -179.994
9210.938 99.155 -179.416
9211.304 99.322 -179.081
9211.670 99.483 -178.958
9212.036 99.635 -179.004
9212.402 99.775 -179.182
9212.769 99.903 -179.472
9213.135 100.018 -179.865
9213.501 100.118 179.642
9213.867 100.198 179.067
9214.233 100.253 178.446
9214.600 100.283 177.835
9214.966 100.289 177.297
9215.332 100.278 176.883
9215.698 100.261 176.616
9216.064 100.248 176.484
9216.431 100.247 176.450
9216.797 100.262 176.463
9217.163 100.293 176.470
9217.529 100.341 176.427
9217.896 100.401 176.289
9218.262 100.470 176.013
9218.628 100.539 175.561
9218.994 100.596 174.918
9219.360 100.629 174.104
9219.727 100.628 173.177
9220.093 100.584 172.225
9220.459 100.498 171.347
9220.825 100.376 170.631
9221.191 100.226 170.140
9221.558 100.059 169.910
9221.924 99.884 169.960
9222.290 99.713 170.300
9222.656 99.554 170.932
9223.022 99.422 171.841
9223.389 99.330 172.974
9223.755 99.288 174.234
9224.121 99.301 175.495
9224.487 99.361 176.633
9224.854 99.455 177.564
9225.220 99.567 178.262
9225.586 99.683 178.751
9225.952 99.795 179.083
9226.318 99.902 179.312
9226.685 100.004 179.469
9227.051 100.104 179.558
9227.417 100.202 179.570
9227.783 100.296 179.493
9228.149 100.379 179.340
9228.516 100.447 179.150
9228.882 100.499 178.981
9229.248 100.542 178.888
9229.614 100.584 178.899
9229.980 100.636 179.003
9230.347 100.707 179.155
9230.713 100.798 179.291
9231.079 100.910 179.354
9231.445 101.039 179.295
9231.812 101.178 179.082
9232.178 101.323 178.686
9232.544 101.465 178.088
9232.910 101.595 177.283
9233.276 101.701 176.297
9233.643 101.775 175.190
9234.009 101.813 174.045
9234.375 101.817 172.952
9234.741 101.795 171.979
9235.107 101.760 171.154
9235.474 101.723 170.457
9235.840 101.690 169.834
9236.206 101.662 169.227
9236.572 101.632 168.599
9236.938 101.594 167.954
9237.305 101.541 167.329
9237.671 101.475 166.781
9238.037 101.400 166.359
9238.403 101.327 166.082
9238.770 101.268 165.929
